Lake 1,Lake 2,CCM From,CCM To,E,LibSize,rho
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,180.0,0.11880187850574608
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,200.0,0.12342460608857089
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,220.0,0.12214771155642708
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,20.0,0.21323000841224826
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,40.0,0.219280974939644
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,60.0,0.2134983649442705
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,80.0,0.2311220006720593
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,100.0,0.22929089926078366
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,120.0,0.21248923720259674
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,140.0,0.24684401083930654
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,160.0,0.23784405183179896
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,180.0,0.24556841568584553
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,200.0,0.2503587528967514
Lake Champlain,Red Lake,Red Lake,Lake Champlain,3,220.0,0.24662520007775202
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,20.0,0.2754092145917873
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,40.0,0.3229103124358528
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,60.0,0.37997378248061475
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,80.0,0.4156575648034558
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,100.0,0.41397928598940104
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,120.0,0.42110854103196493
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,140.0,0.43727517744807454
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,160.0,0.43463219153208693
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,180.0,0.43263412459401723
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,200.0,0.4412184124624215
Lake Champlain,Red Lake,Lake Champlain,Red Lake,3,220.0,0.4490553304011537
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,20.0,0.16505533857812607
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,40.0,0.12969994831842632
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,60.0,0.1290105074057455
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,80.0,0.12068744963690406
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,100.0,0.10093581119759246
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,120.0,0.10697164831293
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,140.0,0.0976072894605591
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,160.0,0.0912507167724673
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,180.0,0.09030874366263733
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,200.0,0.08044795435890964
Lake Champlain,Lake Tahoe,Lake Tahoe,Lake Champlain,3,220.0,0.083900075887001
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,20.0,0.25403871591732585
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,40.0,0.35415922010614903
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,60.0,0.4254685363714622
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,80.0,0.4581988462835727
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,100.0,0.4731955558649098
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,120.0,0.5009301023165507
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,140.0,0.5040758786119854
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,160.0,0.5180974600977888
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,180.0,0.5292772378284842
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,200.0,0.5430628589037875
Lake Champlain,Lake Tahoe,Lake Champlain,Lake Tahoe,3,220.0,0.5600678793108141
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,20.0,0.07132309979482769
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,40.0,0.09819388544777628
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,60.0,0.07695102116510473
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,80.0,0.11095757742955066
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,100.0,0.11043102901040307
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,120.0,0.12398824384683937
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,140.0,0.1423180570265689
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,160.0,0.15491115151980955
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,180.0,0.1550542551399441
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,200.0,0.1512643859516361
Red Lake,Lake Tahoe,Lake Tahoe,Red Lake,2,220.0,0.15089865778794015
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,20.0,0.03315108908514911
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,40.0,0.07283106047825544
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,60.0,0.12365127708903778
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,80.0,0.11707168061374673
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,100.0,0.08780648933470087
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,120.0,0.09648522848325283
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,140.0,0.11133956839219157
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,160.0,0.1263104597788442
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,180.0,0.11654110602735893
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,200.0,0.1277384868803959
Red Lake,Lake Tahoe,Red Lake,Lake Tahoe,2,220.0,0.1365509736281536
